path_id,root_id,final_id,depth,cumulative_cost
P10878,0,0,1,10.0
P10880,0,0,1,20.0
P10898,0,0,2,0.75
P10883,0,0,2,0.75
P10891,0,0,2,1.0
P10881,0,0,2,2.4
P10897,0,0,3,0.06
P10875,0,0,3,0.075
P10885,0,0,3,0.225
P10888,0,0,3,0.225
P10895,0,0,3,0.225
P10877,0,0,3,0.3
P10893,0,0,3,0.3
P10882,0,0,3,0.36
P10886,0,0,3,0.375
P10899,0,0,3,0.4
P10884,0,0,3,0.4
P10890,0,0,3,0.525
P10892,0,0,3,0.5625
P10887,0,0,3,0.5625
P10896,0,0,3,0.675
P10894,0,0,3,1.05
P10879,0,0,3,4.2
P10889,0,0,3,4.8
P10876,0,0,3,4.8
P19813,0,0,2,1.575
P19814,0,0,2,2.625
P10579,0,0,2,0.664
P10578,0,0,3,0.08
P48655,0,0,3,0.048
P48656,0,0,3,0.192
P35237,0,0,2,1.2
P35241,0,0,2,2.4
P35238,0,0,3,0.16
P35239,0,0,3,0.22
P35242,0,0,3,0.308
P35236,0,0,3,0.32
P35240,0,0,3,0.44
P10680,0,0,1,8.0
P49445,0,0,2,3.0
P49446,0,0,2,4.5
P43082,0,0,1,5.0
P19670,0,0,2,6.25
P29982,0,0,2,0.75
P29981,0,0,2,3.0
P32762,0,0,2,0.4
P32669,0,0,2,0.6
P32822,0,0,2,0.6
P32800,0,0,2,1.0
P32836,0,0,2,1.0
P32734,0,0,2,1.0
P32711,0,0,2,1.0
P32799,0,0,2,1.1
P32807,0,0,2,1.2
P32770,0,0,2,1.2
P32689,0,0,2,1.2
P32809,0,0,2,1.2
P32737,0,0,2,1.365
P32719,0,0,2,1.5
P32686,0,0,2,1.5
P32831,0,0,2,1.5
P32698,0,0,2,1.5
P32742,0,0,2,1.77
P32825,0,0,2,1.8
P32702,0,0,2,1.875
P32717,0,0,2,1.875
P32781,0,0,2,1.875
P32712,0,0,2,2.0
P32670,0,0,2,2.25
P32792,0,0,2,2.25
P32684,0,0,2,2.25
P32788,0,0,2,2.44
P32815,0,0,2,3.0
P32829,0,0,2,3.0
P32666,0,0,2,3.75
P42607,0,0,1,10.0
P42612,0,0,1,25.0
P42603,0,0,2,1.25
P42617,0,0,2,2.0
P42620,0,0,2,3.0
P42610,0,0,2,5.0
P42619,0,0,3,0.625
P42613,0,0,3,0.66
P42606,0,0,3,0.704
P42615,0,0,3,0.75
P42605,0,0,3,0.75
P42609,0,0,3,0.9375
P42616,0,0,3,0.9375
P42604,0,0,3,0.9375
P42602,0,0,3,0.9375
P42608,0,0,3,0.9375
P42618,0,0,3,0.9375
P42611,0,0,3,1.1
P42614,0,0,3,1.125
P30956,0,0,1,25.0
P5724,0,0,1,70.0
P5725,0,0,2,3.0
P19797,0,0,2,7.0
P19772,0,0,3,0.105
P19785,0,0,3,0.105
P19768,0,0,3,0.21
P19761,0,0,3,0.2625
P19786,0,0,3,0.2625
P19757,0,0,3,0.2625
P19788,0,0,3,0.2625
P19766,0,0,3,0.2625
P19770,0,0,3,0.2625
P19784,0,0,3,0.2625
P19803,0,0,3,0.2625
P19756,0,0,3,0.2625
P19796,0,0,3,0.2625
P19779,0,0,3,0.2625
P19771,0,0,3,0.2625
P19758,0,0,3,0.2625
P19801,0,0,3,0.2625
P19769,0,0,3,0.2625
P19775,0,0,3,0.35
P19755,0,0,3,0.35
P19773,0,0,3,0.35
P19763,0,0,3,0.35
P19810,0,0,3,0.35
P19787,0,0,3,0.42
P19774,0,0,3,0.42
P19760,0,0,3,0.42
P19812,0,0,3,0.42
P19799,0,0,3,0.42
P19793,0,0,3,0.42
P40988,0,0,2,1.5
P40998,0,0,2,1.5
P40975,0,0,2,1.5
P40986,0,0,2,3.6
P40994,0,0,2,6.0
P40991,0,0,3,0.05
P40973,0,0,3,0.05
P40989,0,0,3,0.05
P40982,0,0,3,0.05
P40992,0,0,3,0.075
P40974,0,0,3,0.075
P40990,0,0,3,0.075
P40983,0,0,3,0.075
P40996,0,0,3,0.1125
P40997,0,0,3,0.1125
P41005,0,0,3,0.18
P40999,0,0,3,0.21
P41000,0,0,3,0.225
P40995,0,0,3,0.225
P41007,0,0,3,0.225
P41003,0,0,3,0.25
P40993,0,0,3,0.3
P41011,0,0,3,0.3
P40971,0,0,3,0.3
P40981,0,0,3,0.315
P40984,0,0,3,0.3375
P40972,0,0,3,0.36
P41004,0,0,3,0.375
P41008,0,0,3,0.45
P40987,0,0,3,0.48
P39206,0,0,2,0.416
P39140,0,0,2,0.6
P39141,0,0,2,1.04
P39146,0,0,2,1.2
P39129,0,0,2,1.2
P39147,0,0,2,1.5
P39152,0,0,2,1.5
P39154,0,0,2,1.56
P39185,0,0,2,2.25
P39135,0,0,3,0.0156
P39151,0,0,3,0.0562
P39143,0,0,3,0.075
P39191,0,0,3,0.1
P39179,0,0,3,0.1
P39166,0,0,3,0.1125
P39155,0,0,3,0.1125
P39182,0,0,3,0.1125
P39153,0,0,3,0.12
P39168,0,0,3,0.15
P39138,0,0,3,0.18
P39160,0,0,3,0.18
P39163,0,0,3,0.18
P39159,0,0,3,0.18
P39167,0,0,3,0.18
P39161,0,0,3,0.18
P39132,0,0,3,0.18
P39142,0,0,3,0.195
P39169,0,0,3,0.1957
P39178,0,0,3,0.21
P39171,0,0,3,0.216
P20744,0,0,1,5.0
P20750,0,0,2,0.5
P20723,0,0,2,0.5
P20749,0,0,2,0.5
P20729,0,0,2,0.5
P20763,0,0,2,2.5
P20726,0,0,3,0.025
P20720,0,0,3,0.025
P20769,0,0,3,0.028
P20730,0,0,3,0.04
P20740,0,0,3,0.0448
P20765,0,0,3,0.0448
P20725,0,0,3,0.05
P20767,0,0,3,0.05
P20754,0,0,3,0.05
P20753,0,0,3,0.05
P20761,0,0,3,0.056
P20762,0,0,3,0.056
P20716,0,0,3,0.056
P20728,0,0,3,0.0599
P20756,0,0,3,0.0672
P20734,0,0,3,0.0672
P20732,0,0,3,0.0672
P20757,0,0,3,0.075
P20727,0,0,3,0.075
P20739,0,0,3,0.075
P20746,0,0,3,0.084
P20748,0,0,3,0.084
P20755,0,0,3,0.084
P20721,0,0,3,0.084
P29176,0,0,2,1.0
P29179,0,0,3,0.025
P29174,0,0,3,0.025
P29178,0,0,3,0.025
P29177,0,0,3,0.025
P29173,0,0,3,0.025
P29175,0,0,3,0.03
P29181,0,0,3,0.0375
P29180,0,0,3,0.0375
P29182,0,0,3,0.0625
P29183,0,0,3,0.125
P43909,0,0,2,0.65
P5364,0,0,1,5.0
P5381,0,0,2,3.0
P5344,0,0,2,3.0
P5365,0,0,2,6.05
P5360,0,0,2,6.05
P5370,0,0,2,7.2
P5378,0,0,2,8.75
P5391,0,0,3,0.175
P5377,0,0,3,0.175
P5343,0,0,3,0.175
P5374,0,0,3,0.175
P5358,0,0,3,0.175
P5375,0,0,3,0.1925
P5341,0,0,3,0.1925
P5372,0,0,3,0.1925
P5356,0,0,3,0.1925
P5399,0,0,3,0.2704
P5376,0,0,3,0.28
P5342,0,0,3,0.28
P5373,0,0,3,0.28
P5357,0,0,3,0.28
P5339,0,0,3,0.39
P5382,0,0,3,0.4537
P5345,0,0,3,0.4537
P5366,0,0,3,0.525
P5361,0,0,3,0.525
P5383,0,0,3,0.5775
P5398,0,0,3,0.5775
P5387,0,0,3,0.5775
P5340,0,0,3,0.676
P5594,0,0,1,7.5
P5619,0,0,1,8.0
P5595,0,0,1,8.0
P5620,0,0,1,15.0
P5618,0,0,1,25.0
P5588,0,0,2,0.6
P5587,0,0,2,0.984
P5586,0,0,2,1.476
P5625,0,0,2,1.5
P5616,0,0,2,1.5
P5627,0,0,2,1.5
P5593,0,0,2,2.0
P5590,0,0,2,2.0
P5605,0,0,2,2.5
P5607,0,0,2,2.5
P5610,0,0,2,2.5
P5585,0,0,2,2.5
P5599,0,0,2,3.0
P5614,0,0,2,3.0
P5612,0,0,2,3.0
P5603,0,0,2,3.0
P5601,0,0,2,3.5
P5608,0,0,2,3.75
P5622,0,0,3,0.075
P5623,0,0,3,0.09
P5615,0,0,3,0.09
P5589,0,0,3,0.12
P5621,0,0,3,0.15
P5604,0,0,3,0.15
P5606,0,0,3,0.15
P11298,0,0,2,0.75
P32553,0,0,1,10.0
P32579,0,0,1,40.0
P32516,0,0,2,1.5
P32561,0,0,2,2.0
P32535,0,0,2,2.5
P32538,0,0,2,2.5
P32488,0,0,2,2.5
P32521,0,0,2,2.5
P32514,0,0,2,2.5
P32495,0,0,2,2.5
P32580,0,0,2,2.5
P32533,0,0,2,3.0
P32529,0,0,2,4.5
P32546,0,0,3,0.0375
P32498,0,0,3,0.0375
P32541,0,0,3,0.0375
P32509,0,0,3,0.0375
P32518,0,0,3,0.05
P32545,0,0,3,0.075
P32497,0,0,3,0.075
P32540,0,0,3,0.075
P32508,0,0,3,0.075
P32547,0,0,3,0.075
P32537,0,0,3,0.1
P32517,0,0,3,0.1
P32510,0,0,3,0.1
P32578,0,0,3,0.1
P32493,0,0,3,0.1
P32543,0,0,3,0.1
P32496,0,0,3,0.1
P35030,0,0,2,1.8
P35029,0,0,2,1.845
P35031,0,0,2,1.875
P34050,0,0,2,1.2
P42575,0,0,1,25.0
P42336,0,0,1,35.0
P42298,0,0,1,35.0
P42458,0,0,2,0.25
P42319,0,0,2,0.25
P42452,0,0,2,0.25
P42375,0,0,2,0.25
P42333,0,0,2,0.4
P42413,0,0,2,0.5
P42297,0,0,2,0.75
P42501,0,0,2,0.75
P42546,0,0,2,0.8
P42490,0,0,2,0.8
P42329,0,0,2,0.8
P42548,0,0,2,0.8
P42519,0,0,2,0.84
P42411,0,0,2,0.91
P42325,0,0,2,1.0
P42592,0,0,2,1.0
P42350,0,0,2,1.0
P42426,0,0,2,1.18
P42527,0,0,2,1.2
P42580,0,0,2,1.2
P42552,0,0,2,1.25
P42381,0,0,2,1.25
P42511,0,0,2,1.25
P42372,0,0,2,1.5
P42300,0,0,2,1.5
P42526,0,0,2,1.5
P42323,0,0,2,1.5
P24214,0,0,1,10.0
P38394,0,0,1,5.0
P17927,0,0,2,0.6
P17901,0,0,2,0.6
P17926,0,0,2,0.6
P17907,0,0,2,0.6
P17940,0,0,2,3.0
P17904,0,0,3,0.03
P17898,0,0,3,0.03
P17946,0,0,3,0.0336
P17908,0,0,3,0.048
P17918,0,0,3,0.0538
P17942,0,0,3,0.0538
P17903,0,0,3,0.06
P17944,0,0,3,0.06
P17931,0,0,3,0.06
P17930,0,0,3,0.06
P17938,0,0,3,0.0672
P17939,0,0,3,0.0672
P17894,0,0,3,0.0672
P17906,0,0,3,0.0719
P17933,0,0,3,0.0806
P17912,0,0,3,0.0806
P17910,0,0,3,0.0806
P17934,0,0,3,0.09
P17905,0,0,3,0.09
P17917,0,0,3,0.09
P17923,0,0,3,0.1008
P17925,0,0,3,0.1008
P17932,0,0,3,0.1008
P17899,0,0,3,0.1008
P17949,0,0,3,0.1008
P17377,0,0,3,0.2
P17374,0,0,3,0.2
P17376,0,0,3,0.2
P17375,0,0,3,0.2
P17378,0,0,3,1.0
P24443,0,0,3,0.175
P24440,0,0,3,0.175
P24442,0,0,3,0.175
P24441,0,0,3,0.175
P24444,0,0,3,0.875
P1921,0,0,2,6.0
P36106,0,0,2,0.5
P36108,0,0,3,0.015
P36103,0,0,3,0.015
P36107,0,0,3,0.015
P36104,0,0,3,0.015
P36109,0,0,3,0.03
P36112,0,0,3,0.075
P36110,0,0,3,0.08
P36105,0,0,3,0.1
P36113,0,0,3,0.1
P36111,0,0,3,0.16
P36102,0,0,3,0.2
P42285,0,0,2,5.0
P42286,0,0,3,0.1
P42287,0,0,3,0.1
P42283,0,0,3,0.2
P42284,0,0,3,0.3
P11681,0,0,2,0.15
P11613,0,0,2,0.25
P11559,0,0,2,0.3
P11685,0,0,2,0.35
P11552,0,0,2,0.4
P11602,0,0,2,0.4
P11711,0,0,2,0.4
P11622,0,0,2,0.5
P11741,0,0,2,0.5
P11524,0,0,2,0.5
P11486,0,0,2,0.5
P11550,0,0,2,0.6
P11668,0,0,2,0.625
P11705,0,0,2,0.625
P11627,0,0,2,0.75
P11527,0,0,2,0.75
P11582,0,0,2,0.75
P11657,0,0,2,0.75
P11500,0,0,2,0.75
P11590,0,0,2,0.75
P11532,0,0,2,0.75
P11545,0,0,2,0.75
P11518,0,0,2,0.75
P11740,0,0,2,0.75
P11609,0,0,2,0.75
P11540,0,0,2,0.75
P11692,0,0,2,0.75
P11534,0,0,2,0.76
P11730,0,0,2,0.8
P11520,0,0,2,1.0
P38325,0,0,2,0.75
P38301,0,0,2,0.75
P38267,0,0,2,0.75
P38299,0,0,2,1.5
P38228,0,0,2,1.5
P38270,0,0,2,1.5
P38261,0,0,2,1.5
P38224,0,0,2,1.5
P38256,0,0,2,1.875
P38248,0,0,3,0.0375
P38225,0,0,3,0.06
P38285,0,0,3,0.075
P38206,0,0,3,0.075
P38288,0,0,3,0.09
P38326,0,0,3,0.09
P38211,0,0,3,0.09
P38275,0,0,3,0.1125
P38232,0,0,3,0.1125
P38304,0,0,3,0.1125
P38328,0,0,3,0.1125
P38291,0,0,3,0.1125
P38215,0,0,3,0.1125
P38323,0,0,3,0.1125
P38218,0,0,3,0.1125
P38250,0,0,3,0.1125
P38278,0,0,3,0.1125
P38213,0,0,3,0.1125
P38331,0,0,3,0.12
P38327,0,0,3,0.12
P38269,0,0,3,0.1275
P29041,0,0,3,0.21
P29043,0,0,3,0.24
P29034,0,0,3,0.24
P29042,0,0,3,0.24
P29038,0,0,3,0.24
P29037,0,0,3,0.35
P29045,0,0,3,0.525
P29044,0,0,3,0.6
P29036,0,0,3,0.648
P29047,0,0,3,0.7
P29046,0,0,3,0.7
P29039,0,0,3,0.9
P29040,0,0,3,1.05
P29048,0,0,3,1.2
P29035,0,0,3,1.75
P42114,0,0,1,40.0
P5638,0,0,2,12.2
P29642,0,0,1,5.0
P29640,0,0,1,6.5
P29635,0,0,1,8.0
P29633,0,0,2,3.0
P29632,0,0,2,3.75
P29639,0,0,2,3.75
P29636,0,0,3,0.456
P29638,0,0,3,0.6
P29634,0,0,3,0.765
P29637,0,0,3,0.9375
P29641,0,0,3,0.9375
P21225,0,0,2,0.8
P21274,0,0,2,0.8
P21214,0,0,2,0.8
P21260,0,0,2,0.8
P21267,0,0,2,1.2
P21255,0,0,2,1.2
P21241,0,0,2,1.44
P21256,0,0,2,1.496
P21228,0,0,2,1.6
P21215,0,0,2,1.6
P21270,0,0,2,1.6
P21262,0,0,2,1.6
P21227,0,0,2,1.6
P21220,0,0,2,2.0
P21223,0,0,2,2.0
P21279,0,0,2,2.0
P21240,0,0,2,2.0
P21229,0,0,2,2.0
P21233,0,0,2,2.0
P21251,0,0,2,2.0
P21242,0,0,2,2.0
P21218,0,0,2,2.0
P21259,0,0,2,2.4
P21243,0,0,2,2.4
P21248,0,0,2,2.4
P21272,0,0,2,3.2
P21277,0,0,2,3.2
P21232,0,0,2,3.2
P21249,0,0,3,0.08
P21235,0,0,3,0.08
P92,0,0,2,3.0
P32282,0,0,1,15.0
P38415,0,0,1,15.0
P48196,0,0,2,0.5
P48195,0,0,2,0.6
P48197,0,0,3,0.06
P48198,0,0,3,0.1125
P48194,0,0,3,0.6
P48193,0,0,3,0.9
P28333,0,0,2,2.25
P28338,0,0,2,2.25
P28334,0,0,2,3.0
P28337,0,0,3,0.1
P28331,0,0,3,0.1
P28330,0,0,3,0.1
P28332,0,0,3,0.125
P28335,0,0,3,0.15
P28339,0,0,3,0.3
P28336,0,0,3,0.45
P16684,0,0,2,6.25
P16685,0,0,2,11.25
P16686,0,0,3,0.75
P2931,0,0,3,0.45
P2933,0,0,3,0.45
P2932,0,0,3,0.75
P2934,0,0,3,0.75
P16675,0,0,2,3.0
P42954,0,0,2,1.5
P42962,0,0,2,1.5
P42987,0,0,2,1.5
P42953,0,0,2,2.25
P42961,0,0,2,6.0
P42951,0,0,3,0.045
P42990,0,0,3,0.06
P42952,0,0,3,0.075
P42967,0,0,3,0.075
P42982,0,0,3,0.075
P42965,0,0,3,0.075
P42960,0,0,3,0.075
P42998,0,0,3,0.075
P42958,0,0,3,0.0765
P42959,0,0,3,0.0795
P43004,0,0,3,0.09
P42996,0,0,3,0.09
P43002,0,0,3,0.1125
P42995,0,0,3,0.1125
P42991,0,0,3,0.12
P42966,0,0,3,0.12
P42985,0,0,3,0.12
P42983,0,0,3,0.12
P42971,0,0,3,0.15
P42984,0,0,3,0.15
P42968,0,0,3,0.15
P42975,0,0,3,0.15
P43000,0,0,3,0.15
P42980,0,0,3,0.15
P42976,0,0,3,0.15
P43369,0,0,2,6.0
P43371,0,0,3,0.2848
P43367,0,0,3,0.2848
P43368,0,0,3,0.2848
P43373,0,0,3,0.356
P43370,0,0,3,0.356
P43360,0,0,3,0.356
P43361,0,0,3,0.356
P43366,0,0,3,0.534
P43365,0,0,3,0.534
P43374,0,0,3,0.534
P43372,0,0,3,0.6
P43359,0,0,3,0.712
P43363,0,0,3,0.712
P43362,0,0,3,0.89
P43364,0,0,3,1.0
P43375,0,0,3,1.2
P32291,0,0,3,0.45
P49455,0,0,1,10.0
P15791,0,0,2,0.6
P38103,0,0,2,0.15
P38106,0,0,2,0.24
P38100,0,0,2,0.3
P38101,0,0,3,0.003
P38105,0,0,3,0.0075
P38104,0,0,3,0.045
P38102,0,0,3,0.045
P38204,0,0,2,1.0
P38203,0,0,3,0.0375
P38202,0,0,3,0.175
P25704,0,0,2,1.05
P25703,0,0,3,0.016
P37121,0,0,2,0.75
P37122,0,0,2,0.75
P37123,0,0,3,0.09
P28211,0,0,3,0.2
P28221,0,0,3,0.25
P28217,0,0,3,0.25
P28208,0,14832,3,0.25
P28210,0,0,3,0.375
P28222,0,0,3,0.4375
P28213,0,0,3,0.45
P28205,0,0,3,0.5
P28218,0,0,3,0.6
P28212,0,0,3,0.625
P28220,0,0,3,0.625
P28215,0,0,3,0.625
P28209,0,0,3,0.9375
P28219,0,0,3,1.2
P28206,0,0,3,1.5625
P28214,0,0,3,1.5625
P28216,0,0,3,1.5625
P28207,0,0,3,1.5625
P9621,0,0,2,1.5
P22087,0,0,2,0.6
P3658,0,0,3,0.015
P3666,0,0,3,0.06
P3660,0,0,3,0.06
P3664,0,0,3,0.06
P3662,0,0,3,0.06
P3665,0,0,3,0.125
P3659,0,0,3,0.125
P3663,0,0,3,0.125
P3661,0,0,3,0.125
P3668,0,0,3,0.3
P3667,0,0,3,0.625
P5635,0,0,3,0.0375
P5632,0,0,3,0.0375
P5634,0,0,3,0.0375
P5633,0,0,3,0.0375
P5636,0,0,3,0.1875
P14540,0,0,2,3.0
P49014,0,0,2,0.5
P49015,0,0,2,0.75
P14970,0,0,2,1.6
P35387,0,0,3,0.025
P35383,0,0,3,0.025
P35386,0,0,3,0.025
P35384,0,0,3,0.025
P35385,0,0,3,0.05
P35388,0,0,3,0.125
P43356,0,0,1,25.0
P43355,0,0,2,1.8
P24103,0,0,1,5.0
P24114,0,0,1,5.0
P24160,0,0,1,8.0
P24201,0,0,1,8.0
P24200,0,0,1,8.0
P24206,0,0,1,10.0
P24131,0,0,1,15.0
P24172,0,0,1,15.0
P24166,0,0,2,0.25
P24163,0,0,2,0.35
P24151,0,0,2,0.5
P24108,0,0,2,0.5
P24149,0,0,2,0.5
P24121,0,0,2,0.5
P24144,0,0,2,0.5
P24158,0,0,2,0.75
P24140,0,0,2,0.75
P24127,0,0,2,1.0
P24107,0,0,2,1.0
P24170,0,0,2,1.0
P24153,0,0,2,1.25
P24178,0,0,2,1.5
P24116,0,0,2,1.5
P24120,0,0,2,1.6
P24102,0,0,2,2.0
P24189,0,0,2,2.25
P24186,0,0,2,2.5
P24195,0,0,2,4.625
P24112,0,0,3,0.025
P24096,0,0,3,0.025
P14133,0,0,2,0.25
P14107,0,0,2,0.25
P14132,0,0,2,0.25
P14113,0,0,2,0.25
P14146,0,0,2,1.25
P14110,0,0,3,0.0125
P14104,0,0,3,0.0125
P14152,0,0,3,0.014
P14114,0,0,3,0.02
P14124,0,0,3,0.0224
P14148,0,0,3,0.0224
P14109,0,0,3,0.025
P14150,0,0,3,0.025
P14137,0,0,3,0.025
P14136,0,0,3,0.025
P14144,0,0,3,0.028
P14145,0,0,3,0.028
P14100,0,0,3,0.028
P14112,0,0,3,0.03
P14139,0,0,3,0.0336
P14118,0,0,3,0.0336
P14116,0,0,3,0.0336
P14140,0,0,3,0.0375
P14111,0,0,3,0.0375
P14123,0,0,3,0.0375
P14129,0,0,3,0.042
P14131,0,0,3,0.042
P14138,0,0,3,0.042
P14105,0,0,3,0.042
P14155,0,0,3,0.042
P2098,0,0,2,0.5
P2072,0,0,2,0.5
P2097,0,0,2,0.5
P2078,0,0,2,0.5
P2111,0,0,2,2.5
P2075,0,0,3,0.025
P2069,0,0,3,0.025
P2117,0,0,3,0.028
P2079,0,0,3,0.04
P2089,0,0,3,0.0448
P2113,0,0,3,0.0448
P2074,0,0,3,0.05
P2115,0,0,3,0.05
P2102,0,0,3,0.05
P2101,0,0,3,0.05
P2109,0,0,3,0.056
P2110,0,0,3,0.056
P2065,0,0,3,0.056
P2077,0,0,3,0.0599
P2104,0,0,3,0.0672
P2083,0,0,3,0.0672
P2081,0,0,3,0.0672
P2105,0,0,3,0.075
P2076,0,0,3,0.075
P2088,0,0,3,0.075
P2094,0,0,3,0.084
P2096,0,0,3,0.084
P2103,0,0,3,0.084
P2070,0,0,3,0.084
P2120,0,0,3,0.084
P48990,0,0,2,0.4
P48964,0,0,2,0.4
P48989,0,0,2,0.4
P48970,0,0,2,0.4
P49003,0,0,2,2.0
P48967,0,0,3,0.02
P48961,0,0,3,0.02
P49009,0,0,3,0.0224
P48971,0,0,3,0.032
P48981,0,0,3,0.0358
P49005,0,0,3,0.0358
P48966,0,0,3,0.04
P49007,0,0,3,0.04
P48994,0,0,3,0.04
P48993,0,0,3,0.04
P49001,0,0,3,0.0448
P49002,0,0,3,0.0448
P48957,0,0,3,0.0448
P48969,0,0,3,0.0479
P48996,0,0,3,0.0538
P48975,0,0,3,0.0538
P48973,0,0,3,0.0538
P48997,0,0,3,0.06
P48968,0,0,3,0.06
P48980,0,0,3,0.06
P48986,0,0,3,0.0672
P48988,0,0,3,0.0672
P48995,0,0,3,0.0672
P48962,0,0,3,0.0672
P49012,0,0,3,0.0672
P15216,0,0,1,4.0
P15228,0,0,1,8.0
P15225,0,0,2,1.0
P15212,0,0,2,1.0
P15239,0,0,2,1.0
P15201,0,0,2,1.25
P15209,0,0,2,1.25
P15234,0,0,2,2.05
P15198,0,0,2,3.0
P15223,0,0,2,4.0
P15211,0,0,3,0.0625
P15204,0,0,3,0.0625
P15210,0,0,3,0.0625
P15207,0,0,3,0.0625
P15206,0,0,3,0.12
