Ticker,Company,HS Code,Product Name,Industry,NAICS Code,share_pct
APG,APi Group Corporation,730890.0,"Structures (Excluding Prefabricated Buildings) and Parts of Structures, of Iron or Steel",Structural Steel Fabrication,332312.0,3.5
ARKO,ARKO Corp.,481840.0,"Sanitary Napkins and Tampons, Diapers and Diaper Liners",Paper Product Manufacturing,322291.0,0.1
ARKO,ARKO Corp.,210690.0,Food Preparations not elsewhere specified,Food Manufacturing,311999.0,2.9
ARKO,ARKO Corp.,271012.0,Light Oils and Preparations,Petroleum Refining,324110.0,75.0
SPRY,"ARS Pharmaceuticals, Inc.",300490.0,Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,Pharmaceutical Preparation Manufacturing,325412.0,100.0
T,AT&T Inc.,851770.0,Parts for telecommunication apparatus,Telecommunications Equipment Manufacturing,334220.0,1.0
ATI,ATI Inc.,722830.0,"Bars and Rods of Alloy Steel, Other than Stainless",Steel Manufacturing,331110.0,4.0
ATI,ATI Inc.,722211.0,Stainless Steel in Ingots or Other Primary Forms,Steel Manufacturing,331110.0,1.2
AZZ,AZZ Inc.,730890.0,Galvanized Steel Structures,Fabricated Structural Metal Manufacturing,332312.0,45.5
AZZ,AZZ Inc.,721049.0,Coated Flat-Rolled Steel,Iron and Steel Mills and Ferroalloy Manufacturing,331110.0,54.0
AAN,"Aarons Holdings Company, Inc.",940360.0,Wooden Furniture,Furniture Manufacturing,337122.0,55.0
AAN,"Aarons Holdings Company, Inc.",850980.0,Domestic Appliances,Household Appliance Manufacturing,335220.0,25.0
ABBV,AbbVie Inc.,300490.0,Pharmaceutical products (Imbruvica),Pharmaceutical and Medicine Manufacturing,325412.0,6.62
ABBV,AbbVie Inc.,300490.0,Pharmaceutical products (Skyrizi),Pharmaceutical and Medicine Manufacturing,325412.0,14.29
ABBV,AbbVie Inc.,300490.0,Pharmaceutical products (Rinvoq),Pharmaceutical and Medicine Manufacturing,325412.0,7.3
ABBV,AbbVie Inc.,300490.0,Pharmaceutical products (Humira),Pharmaceutical and Medicine Manufacturing,325412.0,26.52
ABT,Abbott Laboratories,300490.0,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses",Pharmaceutical Manufacturing,325412.0,12.5
ABT,Abbott Laboratories,210690.0,Food preparations not elsewhere specified or included,Nutritional Product Manufacturing,311999.0,18.6
ABT,Abbott Laboratories,902780.0,Instruments and apparatus for physical or chemical analysis,Medical Device Manufacturing,339112.0,28.3
ANF,Abercrombie & Fitch Company,620462.0,"Women's Trousers, Bib and Brace Overalls, Breeches and Shorts",Apparel Manufacturing,315240.0,20.0
ANF,Abercrombie & Fitch Company,610910.0,"T-shirts, singlets and other vests, of cotton, knitted or crocheted",Apparel Manufacturing,315190.0,11.0
ANF,Abercrombie & Fitch Company,620342.0,"Men's Trousers, Bib and Brace Overalls, Breeches and Shorts",Apparel Manufacturing,315220.0,13.0
ANF,Abercrombie & Fitch Company,611020.0,"Sweaters, pullovers, sweatshirts, waistcoats and similar articles, knitted or crocheted",Apparel Manufacturing,315190.0,14.0
ASO,"Academy Sports and Outdoors, Inc.",950699.0,Other articles for sports or outdoor games,Sporting Goods Manufacturing,339920.0,5.0
ASO,"Academy Sports and Outdoors, Inc.",950691.0,Articles and equipment for general physical exercise,Sporting Goods Manufacturing,339920.0,5.5
ASO,"Academy Sports and Outdoors, Inc.",950651.0,Tennis rackets,Sporting Goods Manufacturing,339920.0,0.2
ACCO,Acco Brands Corporation,847290.0,Other office machines,Office Equipment Manufacturing,333313.0,18.0
ACCO,Acco Brands Corporation,830400.0,Office or desk equipment of base metal,Office Furniture Manufacturing,337214.0,6.0
ACCO,Acco Brands Corporation,482010.0,"Notebooks, letter pads, memorandum pads, diaries and similar articles",Office Supplies and Stationery Manufacturing,322230.0,25.0
ACCO,Acco Brands Corporation,392610.0,Plastic office or school supplies,Office Supplies and Stationery Manufacturing,326199.0,12.0
ARAY,Accuray Incorporated,902290.0,"Medical, surgical, dental or veterinary instruments and appliances, n.e.s.",Medical Device Manufacturing,339112.0,28.0
ARAY,Accuray Incorporated,902212.0,Computed tomography apparatus,Medical Device Manufacturing,334517.0,1.0
GOLF,Acushnet Holdings Corp.,420321.0,Golf Gloves,Apparel Accessories and Other Apparel Manufacturing,315990.0,6.0
GOLF,Acushnet Holdings Corp.,950639.0,Golf Clubs,Sporting Goods Manufacturing,339920.0,27.6
GOLF,Acushnet Holdings Corp.,950631.0,Golf Balls,Sporting Goods Manufacturing,339920.0,31.1
AHCO,AdaptHealth Corp.,902139.0,Artificial parts of the body,Medical Equipment and Supplies Manufacturing,339113.0,1.0
AHCO,AdaptHealth Corp.,901890.0,"Instruments and apparatus for medical, surgical, or veterinary sciences",Medical Equipment and Supplies Manufacturing,339113.0,3.0
AHCO,AdaptHealth Corp.,902110.0,Orthopedic or fracture appliances,Medical Equipment and Supplies Manufacturing,339113.0,5.0
ADEA,Adeia Inc.,852990.0,Parts suitable for use solely or principally with the apparatus of headings 85.25 to 85.28,Semiconductor and Related Device Manufacturing,334413.0,55.0
ADEA,Adeia Inc.,851762.0,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",Telecommunications Equipment Manufacturing,334210.0,5.0
ADEA,Adeia Inc.,854231.0,"Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",Semiconductor and Related Device Manufacturing,334413.0,40.0
ADNT,Adient plc,940190.0,Parts of seats,Automotive Seating Manufacturing,336360.0,15.0
ADNT,Adient plc,940120.0,Seats of a kind used for motor vehicles,Automotive Seating Manufacturing,336360.0,85.0
ASIX,AdvanSix Inc.,292910.0,Cyclohexanone,Chemical Manufacturing,325199.0,8.0
ASIX,AdvanSix Inc.,390720.0,Nylon-6 Resin,Plastics Material and Resin Manufacturing,325211.0,45.0
AAP,Advance Auto Parts Inc.,870893.0,"Clutches and parts thereof, for motor vehicles",Motor Vehicle Transmission and Power Train Parts Manufacturing,336350.0,1.0
AAP,Advance Auto Parts Inc.,840991.0,Parts suitable for use solely or principally with the engines of heading 8407 or 8408,"Engine, Turbine, and Power Transmission Equipment Manufacturing",333611.0,11.5
AAP,Advance Auto Parts Inc.,870829.0,"Parts and accessories of bodies (including cabs), for motor vehicles",Motor Vehicle Parts Manufacturing,336390.0,3.5
WMS,"Advanced Drainage Systems, Inc.",391721.0,"Tubes, pipes and hoses, rigid, of polymers of ethylene",Plastics Pipe and Pipe Fitting Manufacturing,326122.0,62.0
WMS,"Advanced Drainage Systems, Inc.",392690.0,Other articles of plastics and articles of other materials of headings 3901 to 3914,Other Plastics Product Manufacturing,326199.0,27.0
AEIS,"Advanced Energy Industries, Inc.",850440.0,Static converters,Electrical Equipment Manufacturing,335999.0,83.2
AEIS,"Advanced Energy Industries, Inc.",903289.0,Automatic regulating or controlling instruments,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",334513.0,6.6
AMD,"Advanced Micro Devices, Inc.",854231.0,"Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",Semiconductor and Related Device Manufacturing,334413.0,42.0
AMD,"Advanced Micro Devices, Inc.",854239.0,Electronic integrated circuits; others,Semiconductor and Related Device Manufacturing,334413.0,58.0
AEHR,Aehr Test Systems,903082.0,Instruments and apparatus for measuring or checking semiconductor wafers or devices,Semiconductor Machinery Manufacturing,334413.0,72.3
AEHR,Aehr Test Systems,903090.0,Parts and accessories for instruments and apparatus for measuring or checking semiconductor wafers or devices,Semiconductor Machinery Manufacturing,334413.0,16.7
ASLE,AerSale Corporation,880330.0,Aircraft parts; other parts of airplanes or helicopters,Aerospace Parts and Auxiliary Equipment Manufacturing,336413.0,38.0
ASLE,AerSale Corporation,880240.0,"Aircraft, powered; airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",Aerospace Manufacturing,336411.0,18.0
ASLE,AerSale Corporation,840991.0,"Parts suitable for use solely or principally with the engines of heading 8407 or 8408, n.e.s.",Engine and Turbine Manufacturing,333611.0,19.0
AVAV,"AeroVironment, Inc.",852691.0,Radar and Electronic Systems,Aerospace and Defense,334511.0,25.0
AVAV,"AeroVironment, Inc.",880220.0,Unmanned Aerial Vehicles (UAVs),Aerospace and Defense,336411.0,62.0
AGEN,Agenus Inc.,300220.0,Vaccines for Human Medicine,Pharmaceutical and Medicine Manufacturing,325412.0,94.5
AGEN,Agenus Inc.,300215.0,Immunological Products,Pharmaceutical and Medicine Manufacturing,325412.0,5.5
A,"Agilent Technologies, Inc.",902780.0,"Instruments and apparatus for measuring or checking quantities of heat, sound or light",Analytical Laboratory Instrument Manufacturing,334516.0,1.0
A,"Agilent Technologies, Inc.",902720.0,Chromatographs and electrophoresis instruments,Analytical Laboratory Instrument Manufacturing,334516.0,17.0
A,"Agilent Technologies, Inc.",902730.0,"Spectrometers, spectrophotometers and spectrographs using optical radiations",Analytical Laboratory Instrument Manufacturing,334516.0,7.0
A,"Agilent Technologies, Inc.",902750.0,Other instruments and apparatus for physical or chemical analysis,Analytical Laboratory Instrument Manufacturing,334516.0,13.0
AGYS,"Agilysys, Inc.",847130.0,Point of Sale Terminals,Computer and Peripheral Equipment Manufacturing,334118.0,10.0
AGIO,"Agios Pharmaceuticals, Inc.",300490.0,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses",Pharmaceutical and Medicine Manufacturing,325412.0,80.0
APD,"Air Products and Chemicals, Inc.",280421.0,Argon,Industrial Gas Manufacturing,325120.0,3.0
APD,"Air Products and Chemicals, Inc.",280300.0,Carbon Dioxide,Industrial Gas Manufacturing,325120.0,2.0
APD,"Air Products and Chemicals, Inc.",281121.0,Hydrogen,Industrial Gas Manufacturing,325120.0,28.0
APD,"Air Products and Chemicals, Inc.",280440.0,Oxygen,Industrial Gas Manufacturing,325120.0,17.0
ATSG,"Air Transport Services Group, Inc",880240.0,"Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",Aircraft Manufacturing,336411.0,73.1
ATSG,"Air Transport Services Group, Inc",880330.0,Parts of aeroplanes or helicopters,Aircraft Parts Manufacturing,336413.0,14.4
ALG,"Alamo Group, Inc.",843229.0,Agricultural Machinery for Soil Preparation,Agricultural Machinery Manufacturing,333111.0,10.0
ALG,"Alamo Group, Inc.",843320.0,"Lawn Mowers, Powered",Lawn and Garden Equipment Manufacturing,333112.0,35.0
ALRM,"Alarm.com Holdings, Inc.",854370.0,"Electrical machines and apparatus, having individual functions, not specified or included elsewhere",Other Electronic Component Manufacturing,334419.0,5.0
ALRM,"Alarm.com Holdings, Inc.",851762.0,"Machines for the reception, conversion, and transmission or regeneration of voice, images or other data",Telecommunications Equipment Manufacturing,334220.0,10.0
AIN,Albany International Corporation,591190.0,Other Industrial Fabrics,Textile Product Mills,313220.0,1.7
AIN,Albany International Corporation,591132.0,Industrial Belting,Textile Product Mills,313320.0,3.9
AIN,Albany International Corporation,591131.0,Textile Fabrics and Felts for Paper-Making Machines,Textile Product Mills,322121.0,55.0
ALB,Albemarle Corporation,282520.0,Lithium Oxide and Hydroxide,Chemical Manufacturing,325180.0,46.1
ALB,Albemarle Corporation,381590.0,Catalysts,Chemical Manufacturing,325199.0,10.5
ALB,Albemarle Corporation,292090.0,Bromine Compounds,Chemical Manufacturing,325180.0,12.5
ALB,Albemarle Corporation,283699.0,Lithium Carbonate,Chemical Manufacturing,325180.0,30.8
ACI,"Albertsons Companies, Inc.",40310.0,Yogurt,Dairy Product Manufacturing,311511.0,1.6
ACI,"Albertsons Companies, Inc.",210690.0,Food Preparations Not Elsewhere Specified,Food and Beverage,311999.0,1.2
ACI,"Albertsons Companies, Inc.",200490.0,"Vegetables, Preserved, Not Frozen",Food Manufacturing,311421.0,0.8
ALGN,"Align Technology, Inc.",9021.9,Parts and Accessories for Orthodontic Appliances,Dental Equipment and Supplies Manufacturing,339114.0,1.0
ALGN,"Align Technology, Inc.",9018.49,Dental Instruments and Appliances,Dental Equipment and Supplies Manufacturing,339114.0,17.0
ALGN,"Align Technology, Inc.",9021.1,Orthodontic Appliances,Dental Equipment and Supplies Manufacturing,339114.0,83.0
ALKS,Alkermes plc,300490.0,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, not elsewhere specified",Pharmaceutical Manufacturing,325412.0,50.0
ALGT,Allegiant Travel Company,996425,"Scheduled passenger air transportation (flights + ancillary services such as baggage fees, seat assignments, hotel/cars packages)",Scheduled Air Transportation (Leisure / Low-cost carrier),481111,95.0
ALLE,Allegion plc,830140.0,Other locks; parts of locks,Lock and Security Manufacturing,332510.0,54.0
ALLE,Allegion plc,830110.0,Padlocks,Lock and Security Manufacturing,332510.0,4.0
ALGM,"Allegro MicroSystems, Inc.",854231.0,Semiconductor-based Sensors,Semiconductor and Related Device Manufacturing,334413.0,67.5
ALGM,"Allegro MicroSystems, Inc.",854232.0,Power Management ICs,Semiconductor and Related Device Manufacturing,334413.0,32.5
ALNT,Allient Inc.,850440.0,Static converters,Electrical Equipment Manufacturing,335999.0,24.0
ALNT,Allient Inc.,853710.0,"Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus",Electrical Equipment Manufacturing,335313.0,8.0
ALNT,Allient Inc.,842139.0,Filtering or purifying machinery and apparatus for gases,Industrial Machinery Manufacturing,333999.0,1.0
ALSN,"Allison Transmission Holdings, Inc.",848340.0,Gears and gearing; ball or roller screws; gear boxes and other speed changers,Mechanical Power Transmission Equipment Manufacturing,333612.0,21.0
ALSN,"Allison Transmission Holdings, Inc.",870840.0,Gearboxes and parts thereof,Automotive Parts Manufacturing,336350.0,79.0
ALNY,"Alnylam Pharmaceuticals, Inc.",300490.0,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses",Pharmaceutical and Medicine Manufacturing,325412.0,91.0
AOSL,Alpha and Omega Semiconductor Limited,854121.0,"Diodes, Other than Photosensitive or Light Emitting Diodes",Semiconductor and Related Device Manufacturing,334413.0,2.0
AOSL,Alpha and Omega Semiconductor Limited,854129.0,"Transistors, Other than Photosensitive Transistors",Semiconductor and Related Device Manufacturing,334413.0,66.0
AOSL,Alpha and Omega Semiconductor Limited,854239.0,"Integrated Circuits, Other than Digital Monolithic Integrated Circuits",Semiconductor and Related Device Manufacturing,334413.0,32.0
GOOGL,Alphabet Inc.,851762.0,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",Telecommunications Equipment Manufacturing,334210.0,0.18
GOOGL,Alphabet Inc.,852580.0,Cameras and camcorders,Consumer Electronics,334310.0,0.5
GOOGL,Alphabet Inc.,851712.0,Telephones for cellular networks or for other wireless networks,Smartphone Manufacturing,334220.0,2.3
GOOGL,Alphabet Inc.,852871.0,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",Consumer Electronics Manufacturing,334220.0,0.3
GOOGL,Alphabet Inc.,851762.0,Telecommunications equipment,Telecommunications,334220.0,0.07
GOOGL,Alphabet Inc.,847130.0,"Portable automatic data processing machines (e.g., laptops, tablets)",Information Technology,334111.0,0.1
ATEC,"Alphatec Holdings, Inc.",902110.0,Orthopedic or fracture appliances,Medical Device Manufacturing,339113.0,93.0
ATEC,"Alphatec Holdings, Inc.",902190.0,Other orthopedic appliances and parts,Medical Device Manufacturing,339113.0,1.0
ALTG,Alta Equipment Group Inc.,842951.0,Front-end shovel loaders,Construction Machinery Manufacturing,333120.0,8.5
ALTG,Alta Equipment Group Inc.,842952.0,Self-propelled bulldozers and angledozers,Construction Machinery Manufacturing,333120.0,1.5
ALTG,Alta Equipment Group Inc.,842911.0,Cranes including cable cranes,Construction Machinery Manufacturing,333120.0,1.7
MO,"Altria Group, Inc.",240220.0,Cigarettes,Tobacco Manufacturing,312230.0,83.7
MO,"Altria Group, Inc.",240391.0,Smokeless Tobacco,Tobacco Manufacturing,312230.0,12.6
MO,"Altria Group, Inc.",240311.0,Cigars,Tobacco Manufacturing,312230.0,3.0
AMBA,"Ambarella, Inc.",854231.0,Electronic integrated circuits,Semiconductor and Related Device Manufacturing,334413.0,99.0
AMCR,Amcor plc,481159.0,"Paper and paperboard, surface-colored, surface-decorated or printed, in rolls or sheets",Paperboard Packaging Manufacturing,322220.0,5.7
AMCR,Amcor plc,392329.0,"Plastic articles for the conveyance or packing of goods, of plastics",Plastic Packaging Manufacturing,326111.0,73.4
AMCR,Amcor plc,760720.0,"Aluminium foil, not backed, rolled but not further worked",Aluminum Foil Manufacturing,331315.0,9.5
AS,"Amer Sports, Inc.",950612.0,Skis,Sporting Goods Manufacturing,339920.0,5.7
AS,"Amer Sports, Inc.",950699.0,Other sports equipment,Sporting Goods Manufacturing,339920.0,25.0
AS,"Amer Sports, Inc.",950611.0,Ski bindings,Sporting Goods Manufacturing,339920.0,2.3
AS,"Amer Sports, Inc.",950691.0,Gym equipment,Sporting Goods Manufacturing,339920.0,0.3
AS,"Amer Sports, Inc.",950613.0,Ski boots,Footwear Manufacturing,316210.0,3.4
AMRC,"Ameresco, Inc.",850300.0,Parts of Electric Motors and Generators,Energy Storage Solutions,335312.0,0.1
AMRC,"Ameresco, Inc.",841182.0,Gas Turbines,Energy Equipment,333611.0,1.2
AXL,"American Axle & Manufacturing Holdings, Inc.",870850.0,"Drive Axles with Differential, whether or not provided with other transmission components",Automotive Parts Manufacturing,336350.0,52.0
AXL,"American Axle & Manufacturing Holdings, Inc.",870840.0,Gear Boxes and Parts Thereof,Automotive Parts Manufacturing,336350.0,7.0
AXL,"American Axle & Manufacturing Holdings, Inc.",870899.0,Parts and Accessories of the Motor Vehicles,Automotive Parts Manufacturing,336390.0,25.0
AEO,"American Eagle Outfitters, Inc.",620342.0,"Men's trousers and shorts, of cotton",Apparel Manufacturing,315220.0,16.0
AEO,"American Eagle Outfitters, Inc.",620462.0,"Women's trousers and shorts, of cotton",Apparel Manufacturing,315240.0,21.0
AEO,"American Eagle Outfitters, Inc.",610910.0,"T-shirts, singlets and other vests, of cotton, knitted or crocheted",Apparel Manufacturing,315190.0,9.0
AEO,"American Eagle Outfitters, Inc.",611020.0,"Sweaters, pullovers, sweatshirts, waistcoats and similar articles, of cotton, knitted or crocheted",Apparel Manufacturing,315110.0,10.0
AMSC,American Superconductor Corporation,850300.0,Parts for electric motors and generators,Electrical Equipment Manufacturing,335312.0,26.6
AMSC,American Superconductor Corporation,850440.0,Static converters,Electrical Equipment Manufacturing,335999.0,73.4
AVD,American Vanguard Corporation,380893.0,"Herbicides, anti-sprouting products and plant-growth regulators","Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",325320.0,33.6
AVD,American Vanguard Corporation,380891.0,Insecticides,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",325320.0,44.4
AVD,American Vanguard Corporation,380892.0,Fungicides,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",325320.0,12.0
AMWD,American Woodmark Corporation,940340.0,Wooden Kitchen Cabinets,Cabinet Manufacturing,337110.0,85.0
AMWD,American Woodmark Corporation,940340.0,Wooden Bathroom Vanities,Cabinet Manufacturing,337110.0,15.0
FOLD,"Amicus Therapeutics, Inc.",300490.0,"Medicaments consisting of mixed or unmixed products, for retail sale, n.e.s.",Pharmaceutical Manufacturing,325412.0,100.0
AMKR,"Amkor Technology, Inc.",854239.0,"Integrated Circuits, Other than Processors and Controllers",Semiconductor and Electronic Component Manufacturing,334413.0,47.0
AMKR,"Amkor Technology, Inc.",854231.0,"Integrated Circuits, Processors and Controllers",Semiconductor and Electronic Component Manufacturing,334413.0,41.0
AMKR,"Amkor Technology, Inc.",854232.0,"Memories, Integrated Circuits",Semiconductor and Electronic Component Manufacturing,334413.0,12.0
AMRX,"Amneal Pharmaceuticals, Inc.",300490.0,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale",Pharmaceutical Manufacturing,325412.0,85.0
AMRX,"Amneal Pharmaceuticals, Inc.",300431.0,"Medicaments containing insulin, for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale",Pharmaceutical Manufacturing,325412.0,2.0
AMRX,"Amneal Pharmaceuticals, Inc.",300420.0,"Medicaments containing antibiotics, for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale",Pharmaceutical Manufacturing,325412.0,5.0
AMPH,"Amphastar Pharmaceuticals, Inc.",300431.0,Medicaments containing insulin but not antibiotics,Pharmaceutical Preparation Manufacturing,325412.0,12.0
APH,Amphenol Corporation,853690.0,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits, for a voltage not exceeding 1,000 volts",Electrical Equipment Manufacturing,335931.0,42.0
APH,Amphenol Corporation,854442.0,"Insulated electric conductors, for a voltage not exceeding 1,000 volts, fitted with connectors",Wiring Device Manufacturing,335931.0,15.0
APH,Amphenol Corporation,854449.0,"Insulated electric conductors, for a voltage exceeding 1,000 volts, fitted with connectors",Wiring Device Manufacturing,335931.0,3.0
