Company Name,Product Name,Location,Latitude,Longitude
"Excelerate Energy, Inc.","Reservoirs, Tanks, Vats and Similar Containers for Gas","Port Arthur, Texas",29.8849,-93.9399
"Excelerate Energy, Inc.","Reservoirs, Tanks, Vats and Similar Containers for Gas","Boston, Massachusetts",42.3601,-71.0589
"Supernus Pharmaceuticals, Inc.",Pharmaceuticals,"Rockville, Maryland, USA",39.083997,-77.152758
"Donnelley Financial Solutions, Inc.","Printed Books, Brochures, Leaflets","Warrenville, Illinois, USA",41.8170,-88.1733
"Donnelley Financial Solutions, Inc.","Printed Books, Brochures, Leaflets","Lancaster, Pennsylvania, USA",40.0379,-76.3055
"Donnelley Financial Solutions, Inc.","Printed Books, Brochures, Leaflets","Spencer, Iowa, USA",43.1450,-95.1442
Ligand Pharmaceuticals Incorporated,Heterocyclic compounds with nitrogen hetero-atom(s) only,"Cranbury, New Jersey",40.3162,-74.5149
"Krispy Kreme, Inc.",Sweet biscuits,"Winston-Salem, North Carolina, USA",36.0999,-80.2442
"Krispy Kreme, Inc.",Sweet biscuits,"Burbank, California, USA",34.1808,-118.3089
"Krispy Kreme, Inc.",Sweet biscuits,"Manchester, United Kingdom",53.4808,-2.2426
Products,Communication apparatus,"Silicon Valley, California, USA",37.387474,-122.057543
Products,Communication apparatus,"Shenzhen, Guangdong, China",22.543096,114.057865
Products,Communication apparatus,"Munich, Bavaria, Germany",48.135125,11.581981
Products,Communication apparatus,"Bangalore, Karnataka, India",12.971599,77.594566
Schlumberger N.V.,Instruments and Apparatus for Measuring or Checking Variables of Liquids or Gases,"Sugar Land, Texas, USA",29.6197,-95.6349
Schlumberger N.V.,Instruments and Apparatus for Measuring or Checking Variables of Liquids or Gases,"Eindhoven, Netherlands",51.4416,5.4697
Schlumberger N.V.,Instruments and Apparatus for Measuring or Checking Variables of Liquids or Gases,"Stonehouse, United Kingdom",51.7479,-2.2796
"Air Products and Chemicals, Inc.",Oxygen,"Allentown, Pennsylvania, USA",40.6012,-75.4714
"Air Products and Chemicals, Inc.",Oxygen,"Geismar, Louisiana, USA",30.1812,-91.0347
"Air Products and Chemicals, Inc.",Oxygen,"Baytown, Texas, USA",29.7355,-94.9774
"Air Products and Chemicals, Inc.",Oxygen,"Jubail, Saudi Arabia",27.0112,49.6583
"Air Products and Chemicals, Inc.",Oxygen,"Tangshan, Hebei, China",39.6309,118.1802
"D.R. Horton, Inc.",Prefabricated Buildings,"Fort Worth, Texas",32.7555,-97.3308
"D.R. Horton, Inc.",Prefabricated Buildings,"Arlington, Texas",32.7357,-97.1081
"D.R. Horton, Inc.",Prefabricated Buildings,"Charlotte, North Carolina",35.2271,-80.8431
Newmont Corporation,"Gold, unwrought","Boddington, Western Australia, Australia",-32.8235,116.2851
Newmont Corporation,"Gold, unwrought","Carlin, Nevada, USA",40.7130,-116.1049
Newmont Corporation,"Gold, unwrought","Tanami, Northern Territory, Australia",-19.9559,129.4063
Newmont Corporation,"Gold, unwrought","Akyem, Eastern Region, Ghana",6.2899,-0.8127
Newmont Corporation,"Gold, unwrought","Ahafo, Brong Ahafo Region, Ghana",7.0500,-2.2992
Newmont Corporation,"Gold, unwrought","Conga, Cajamarca, Peru",-6.9147,-78.3146
Newmont Corporation,"Gold, unwrought","Yanacocha, Cajamarca, Peru",-6.9261,-78.5460
Newmont Corporation,"Gold, unwrought","Merian, Sipaliwini District, Suriname",5.1519,-55.2009
Newmont Corporation,"Gold, unwrought","Peñasquito, Zacatecas, Mexico",23.0544,-102.4962
Newmont Corporation,"Silver, unwrought","Yanacocha, Peru",-6.9275,-78.5320
Newmont Corporation,"Silver, unwrought","Penasquito, Mexico",24.1421,-103.7565
Newmont Corporation,Copper ores and concentrates,"Boddington, Western Australia, Australia",-32.7567,116.4667
"Kiniksa Pharmaceuticals, Ltd.","Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses","Lexington, Massachusetts, USA",42.4473,-71.2245
"Soleno Therapeutics, Inc.",Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,Soleno Therapeutics does not have its own manufacturing facilities and relies on third-party manufacturers for production.,,
Liberty Latin America Ltd.,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",Liberty Latin America Ltd. does not specifically produce these devices. The company is primarily a telecommunications provider and does not have manufacturing facilities for such equipment.,,
"Camping World Holdings, Inc.",Camper vans and motor homes,"Elkhart, Indiana, USA",41.681993,-85.976667
"Camping World Holdings, Inc.",Trailers for housing or camping,"Wakarusa, Indiana, USA",41.5368,-86.0139
"Camping World Holdings, Inc.",Trailers for housing or camping,"Middlebury, Indiana, USA",41.6753,-85.7064
Vestis Corporation,"Men's or boys' overcoats, carcoats, capes, cloaks, anoraks, including ski jackets, wind-cheaters, wind-jackets and similar articles, of wool or fine animal hair","Factory A, New York",40.7128,-74.0060
Vestis Corporation,"Men's or boys' overcoats, carcoats, capes, cloaks, anoraks, including ski jackets, wind-cheaters, wind-jackets and similar articles, of wool or fine animal hair","Factory B, Los Angeles",34.0522,-118.2437
Vestis Corporation,"Men's or boys' overcoats, carcoats, capes, cloaks, anoraks, including ski jackets, wind-cheaters, wind-jackets and similar articles, of wool or fine animal hair","Factory C, Chicago",41.8781,-87.6298
Tennant Company,Floor cleaning machines,"Golden Valley, Minnesota, USA",44.9733,-93.4030
Tennant Company,Floor cleaning machines,"Holland, Michigan, USA",42.7875,-86.1089
Tennant Company,Floor cleaning machines,"Uden, Netherlands",51.6600,5.6197
Tennant Company,Floor cleaning machines,"Shanghai, China",31.2304,121.4737
Tennant Company,Parts of floor cleaning machines,"Minneapolis, Minnesota, USA",44.9778,-93.2650
Tennant Company,Parts of floor cleaning machines,"Holland, Michigan, USA",42.7875,-86.1089
Tennant Company,Parts of floor cleaning machines,"Uden, Netherlands",51.6607,5.6177
Tennant Company,Parts of floor cleaning machines,"Shanghai, China",31.2304,121.4737
Products,"Milk and cream, not concentrated nor containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%",Factory A,40.712776,-74.005974
Products,"Milk and cream, not concentrated nor containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%",Factory B,34.052235,-118.243683
Products,"Milk and cream, not concentrated nor containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%",Factory C,51.507351,-0.127758
Products,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products","123 Baker Street, London, UK",51.523776,-0.158538
Products,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products","456 Pastry Lane, Paris, France",48.856613,2.352222
Products,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products","789 Cake Avenue, New York, USA",40.712776,-74.005974
"BioCryst Pharmaceuticals, Inc.",Pharmaceutical Products,"Durham, North Carolina, USA",35.9940,-78.8986
"BioCryst Pharmaceuticals, Inc.",Pharmaceutical Products,"Birmingham, Alabama, USA",33.5186,-86.8104
"Arvinas, Inc.",Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,"100 College Street, New Haven, CT 06510, USA",41.3034,-72.9339
Warby Parker Inc.,"Spectacles, goggles and the like, corrective, protective or other","Sabae, Japan",35.9460,136.1842
Warby Parker Inc.,"Spectacles, goggles and the like, corrective, protective or other","Shenzhen, China",22.5431,114.0579
Warby Parker Inc.,"Spectacles, goggles and the like, corrective, protective or other","Dongguan, China",23.0205,113.7518
Warby Parker Inc.,Sunglasses,"Sabae, Japan",35.9469,136.1833
Warby Parker Inc.,Sunglasses,"Shenzhen, China",22.5431,114.0579
"V2X, Inc.",Automobiles and parts,"Detroit, Michigan, USA",42.3314,-83.0458
"V2X, Inc.",Automobiles and parts,"Stuttgart, Germany",48.7758,9.1829
"V2X, Inc.",Automobiles and parts,"Nagoya, Japan",35.1815,136.9066
"H&E Equipment Services, Inc.",Other self-propelled excavating machinery,Location A,34.0522,-118.2437
"H&E Equipment Services, Inc.",Other self-propelled excavating machinery,Location B,40.7128,-74.0060
"Edgewise Therapeutics, Inc.",Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,"Boulder, Colorado, USA",40.0150,-105.2705
"Peloton Interactive, Inc.","Exercise Equipment (e.g., Exercise Bicycles)","Troy Township, Ohio, USA",41.2959,-82.3316
"Peloton Interactive, Inc.","Exercise Equipment (e.g., Exercise Bicycles)","Taichung, Taiwan",24.1477,120.6736
"Peloton Interactive, Inc.","Fitness Equipment (e.g., Treadmills)","Shenzhen, China",22.543096,114.057865
"Peloton Interactive, Inc.","Fitness Equipment (e.g., Treadmills)","Taipei, Taiwan",25.032969,121.565418
"Peloton Interactive, Inc.","Fitness Equipment (e.g., Treadmills)","Troy Township, Ohio, USA",41.611833,-83.571113
"Peloton Interactive, Inc.","Exercise Equipment (e.g., Rowing Machines)","Peloton Output Park, Troy Township, Ohio, USA",41.3131,-82.8867
"Syndax Pharmaceuticals, Inc.",Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,"Waltham, Massachusetts, USA",42.3765,-71.2356
Stepan Company,Non-ionic organic surfactants,"Winder, Georgia, USA",33.9926,-83.7202
Stepan Company,Non-ionic organic surfactants,"Millsdale, Illinois, USA",41.4217,-88.1251
Stepan Company,Non-ionic organic surfactants,"Venezuela, Zulia, Venezuela",10.5000,-71.5000
Stepan Company,Non-ionic organic surfactants,"Mexico City, Mexico",19.4326,-99.1332
Stepan Company,Non-ionic organic surfactants,"Stalybridge, United Kingdom",53.4848,-2.0600
Stepan Company,Glycerol,"Winder, Georgia, USA",33.9929,-83.7204
Stepan Company,Glycerol,"Millsdale, Illinois, USA",41.5358,-88.1193
Stepan Company,Glycerol,"Vendas Novas, Portugal",38.6773,-8.4578
Stepan Company,Industrial Fatty Alcohols,"Millsdale, Illinois, USA",41.4225,-88.1472
"The Andersons, Inc.",Corn (maize),"Maumee, Ohio",41.5623,-83.6530
"The Andersons, Inc.",Corn (maize),"Logansport, Indiana",40.7545,-86.3567
"The Andersons, Inc.",Corn (maize),"Hemet, California",33.7476,-116.9731
"The Andersons, Inc.",Wheat,"Maumee, Ohio, USA",41.5623,-83.6530
"The Andersons, Inc.",Wheat,"Hemet, California, USA",33.7470,-116.9710
"The Andersons, Inc.",Soybeans,"Maumee, Ohio, USA",41.5623,-83.6530
"The Andersons, Inc.",Soybeans,"Logansport, Indiana, USA",40.7545,-86.3567
"The Andersons, Inc.",Soybeans,"Cedar Rapids, Iowa, USA",41.9779,-91.6656
"The Andersons, Inc.","Mineral or Chemical Fertilizers, Nitrogen","Maumee, Ohio, USA",41.5625,-83.6538
"The Andersons, Inc.","Mineral or Chemical Fertilizers, Nitrogen","Walbridge, Ohio, USA",41.5861,-83.4924
"The Andersons, Inc.","Mineral or Chemical Fertilizers, Nitrogen","Albion, Michigan, USA",42.2436,-84.7530
Vicor Corporation,"Static converters (e.g., power supplies, rectifiers)","Andover, Massachusetts, USA",42.6583,-71.1370
Vicor Corporation,Inductors,"Andover, Massachusetts, USA",42.6584,-71.1370
Lions Gate Entertainment Corporation,DVDs and Blu-ray Discs,"Stern Avenue, Commerce, California, USA",34.0006,-118.1598
Products,"Wooden furniture, other than for office, kitchen or bedroom use",Springfield Manufacturing Plant,39.7817,-89.6501
Products,"Wooden furniture, other than for office, kitchen or bedroom use",Jacksonville Production Facility,30.3322,-81.6557
Products,"Wooden furniture, other than for office, kitchen or bedroom use",Boulder Factory,40.0150,-105.2705
"Franklin Electric Co., Inc.",Static Converters,"Bluffton, Indiana, USA",40.7384,-85.1718
"Franklin Electric Co., Inc.",Static Converters,"Madison, Wisconsin, USA",43.0731,-89.4012
"Apellis Pharmaceuticals, Inc.",Pegcetacoplan,"Waltham, Massachusetts, USA",42.3765,-71.2356
"Apellis Pharmaceuticals, Inc.",Pegcetacoplan,"Crestwood, Kentucky, USA",38.3245,-85.4725
"Cactus, Inc.","Tube or pipe fittings, of iron or steel","Bossier City, Louisiana, USA",32.515986,-93.732122
"Cactus, Inc.","Tube or pipe fittings, of iron or steel","Odessa, Texas, USA",31.845682,-102.367645
Columbia Sportswear Company,"Women's or girls' anoraks, wind-cheaters, etc. of man-made fibers","Portland, Oregon, USA",45.5152,-122.6784
Columbia Sportswear Company,"Women's or girls' anoraks, wind-cheaters, etc. of man-made fibers","Ho Chi Minh City, Vietnam",10.7769,106.7009
Columbia Sportswear Company,"Women's or girls' anoraks, wind-cheaters, etc. of man-made fibers","Dhaka, Bangladesh",23.8103,90.4125
Columbia Sportswear Company,"Women's or girls' anoraks, wind-cheaters, etc. of man-made fibers","Shenzhen, China",22.5431,114.0579
Columbia Sportswear Company,Sports footwear with outer soles and uppers of rubber or plastics,"Ho Chi Minh City, Vietnam",10.7769,106.7009
Columbia Sportswear Company,Sports footwear with outer soles and uppers of rubber or plastics,"Guangzhou, China",23.1291,113.2644
Columbia Sportswear Company,Sports footwear with outer soles and uppers of rubber or plastics,"Jakarta, Indonesia",-6.2088,106.8456
Products,Metal furniture other than for office use,"Los Angeles, California, USA",34.0522,-118.2437
Products,Metal furniture other than for office use,"Berlin, Germany",52.5200,13.4050
Products,Metal furniture other than for office use,"Sydney, Australia",-33.8688,151.2093
SFL Corporation Ltd,Tankers,"Hyundai Heavy Industries, Ulsan, South Korea",35.5384,129.3114
SFL Corporation Ltd,Tankers,"Daewoo Shipbuilding & Marine Engineering, Geoje, South Korea",34.8803,128.6217
"Winnebago Industries, Inc.",Motorhomes,"Forest City, Iowa, USA",43.2625,-93.6405
"Winnebago Industries, Inc.",Motorhomes,"Lake Mills, Iowa, USA",43.4191,-93.5325
"Winnebago Industries, Inc.",Motorhomes,"Charles City, Iowa, USA",43.0661,-92.6724
"Winnebago Industries, Inc.",Recreational Vehicle Trailers,"Forest City, Iowa, USA",43.2620,-93.6405
"Winnebago Industries, Inc.",Recreational Vehicle Trailers,"Middlebury, Indiana, USA",41.6753,-85.7069
"Winnebago Industries, Inc.",Recreational Vehicle Trailers,"Junction City, Oregon, USA",44.2198,-123.2059
"Winnebago Industries, Inc.",Recreational Vehicle Trailers,"Lake Mills, Iowa, USA",43.4191,-93.5346
"Winnebago Industries, Inc.",Camping Trailers,"Forest City, Iowa, USA",43.2636,-93.6377
"Winnebago Industries, Inc.",Camping Trailers,"Middlebury, Indiana, USA",41.6759,-85.7011
MannKind Corporation,Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,"Danbury, Connecticut, USA",41.3966,-73.4540
VSE Corporation,Parts and accessories for motor vehicles,Location A,38.8951,-77.0364
VSE Corporation,Parts and accessories for motor vehicles,Location B,39.9526,-75.1652
VSE Corporation,Parts and accessories of data processing equipment,"Alexandria, Virginia",38.8048,-77.0469
VSE Corporation,Parts and accessories of data processing equipment,"Chantilly, Virginia",38.8943,-77.4311
"NAPCO Security Technologies, Inc.",Burglar or fire alarms and similar apparatus,"Amityville, New York, USA",40.6718,-73.4131
"NAPCO Security Technologies, Inc.",Electric sound or visual signaling apparatus,"Amityville, New York, USA",40.6834,-73.4173
"NAPCO Security Technologies, Inc.","Other electrical machines and apparatus, having individual functions","Amityville, New York, USA",40.6842,-73.4157
"Helix Energy Solutions Group, Inc.","Parts for Boring or Sinking Machinery, Self-Propelled","Houston, Texas, USA",29.7604,-95.3698
"Helix Energy Solutions Group, Inc.","Parts for Boring or Sinking Machinery, Self-Propelled","Aberdeen, Scotland, UK",57.1497,-2.0943
"Keros Therapeutics, Inc.",Hormones and their derivatives,"Lexington, Massachusetts, USA",42.4464,-71.4594
World Kinect Corporation,Petroleum Bitumen,Example Location 1,12.3456,78.9012
World Kinect Corporation,Petroleum Bitumen,Example Location 2,23.4567,89.0123
"Perimeter Solutions, SA",Fire Retardants,"Green Bay, Wisconsin, USA",44.5133,-88.0133
"Perimeter Solutions, SA",Fire Retardants,"Rancho Cucamonga, California, USA",34.1064,-117.5931
"Perimeter Solutions, SA",Fire Retardants,"Irvine, California, USA",33.6846,-117.8265
"Perimeter Solutions, SA",Fire Retardants,"Moreland, Georgia, USA",33.2721,-84.7672
"Perimeter Solutions, SA",Fire Retardants,"Eugene, Oregon, USA",44.0521,-123.0868
"Perimeter Solutions, SA",Foam Suppressants,"Green Bay, Wisconsin, USA",44.5192,-88.0198
"Perimeter Solutions, SA",Foam Suppressants,"Rancho Cucamonga, California, USA",34.1064,-117.5931
"Ultra Clean Holdings, Inc.",Parts of machines and mechanical appliances,"Hayward, California, USA",37.6688,-122.0808
"Ultra Clean Holdings, Inc.",Parts of machines and mechanical appliances,"Austin, Texas, USA",30.2672,-97.7431
"Ultra Clean Holdings, Inc.",Parts of machines and mechanical appliances,"Shanghai, China",31.2304,121.4737
"Ultra Clean Holdings, Inc.",Parts of machines and mechanical appliances,Singapore,1.3521,103.8198
"Ultra Clean Holdings, Inc.",Parts and accessories of machines and apparatus for the manufacture of semiconductor devices,"Hayward, California, USA",37.6688,-122.0808
"Ultra Clean Holdings, Inc.",Parts and accessories of machines and apparatus for the manufacture of semiconductor devices,"Austin, Texas, USA",30.2672,-97.7431
"Ultra Clean Holdings, Inc.",Parts and accessories of machines and apparatus for the manufacture of semiconductor devices,"Shanghai, China",31.2304,121.4737
"Ultra Clean Holdings, Inc.",Parts and accessories of machines and apparatus for the manufacture of semiconductor devices,Singapore,1.3521,103.8198
"Ultra Clean Holdings, Inc.",Parts and accessories of machines and apparatus for the manufacture of semiconductor devices,"Penang, Malaysia",5.4164,100.3327
La-Z-Boy Incorporated,Upholstered seats with wooden frames,"Dayton, Tennessee, USA",35.4934,-85.0125
La-Z-Boy Incorporated,Upholstered seats with wooden frames,"Neosho, Missouri, USA",36.8701,-94.3674
La-Z-Boy Incorporated,Upholstered seats with wooden frames,"Siloam Springs, Arkansas, USA",36.1881,-94.5405
La-Z-Boy Incorporated,Upholstered seats with wooden frames,"Tupelo, Mississippi, USA",34.2576,-88.7034
La-Z-Boy Incorporated,"Seats with metal frames, upholstered","Dayton, Tennessee, USA",35.4934,-85.0125
La-Z-Boy Incorporated,"Seats with metal frames, upholstered","Neosho, Missouri, USA",36.8128,-94.3913
La-Z-Boy Incorporated,"Seats with metal frames, upholstered","Siloam Springs, Arkansas, USA",36.1881,-94.5405
La-Z-Boy Incorporated,Wooden furniture of a kind used in the bedroom,"Dayton, Tennessee, USA",35.4937,-85.0121
La-Z-Boy Incorporated,Wooden furniture of a kind used in the bedroom,"Neosho, Missouri, USA",36.8689,-94.3675
La-Z-Boy Incorporated,Wooden furniture of a kind used in the bedroom,"Siloam Springs, Arkansas, USA",36.1881,-94.5405
"Leggett & Platt, Incorporated",Helical springs,"Carthage, Missouri, USA",37.1764,-94.3103
"Leggett & Platt, Incorporated",Helical springs,"High Point, North Carolina, USA",35.9557,-80.0053
"Leggett & Platt, Incorporated",Helical springs,"Tauberbischofsheim, Germany",49.6228,9.6608
"Leggett & Platt, Incorporated","Seats with wooden frames, upholstered","High Point, North Carolina, USA",35.9557,-80.0053
"Leggett & Platt, Incorporated","Seats with wooden frames, upholstered","Tupelo, Mississippi, USA",34.2576,-88.7034
"Leggett & Platt, Incorporated","Seats with wooden frames, upholstered","Carthage, Missouri, USA",37.1764,-94.3105
Costamare Inc.,"Cruise Ships, Excursion Boats, Ferry-Boats, Cargo Ships, Barges","Athens, Greece",37.9838,23.7275
Costamare Inc.,Tankers,Not Applicable,,
Fox Factory Holding Corp.,Bicycle suspension components,"Watsonville, California, USA",36.9102,-121.7569
Fox Factory Holding Corp.,Bicycle suspension components,"Taichung City, Taiwan",24.1477,120.6736
Fox Factory Holding Corp.,Motorcycle suspension components,"Scotts Valley, California, USA",37.0484,-122.0156
Fox Factory Holding Corp.,Motorcycle suspension components,"Taichung, Taiwan",24.1477,120.6736
Fox Factory Holding Corp.,ATV suspension components,"Braselton, Georgia, USA",34.1403,-83.8241
Fox Factory Holding Corp.,ATV suspension components,"Scotts Valley, California, USA",37.0517,-122.0147
Fox Factory Holding Corp.,Automotive suspension systems,"Braselton, Georgia, USA",34.1095,-83.7628
Fox Factory Holding Corp.,Automotive suspension systems,"Byron, Georgia, USA",32.6535,-83.7599
Fox Factory Holding Corp.,Automotive suspension systems,"Taichung, Taiwan",24.1477,120.6736
Diebold Nixdorf Incorporated,"Point-of-sale terminals, ATMs and similar machines","North Canton, Ohio, USA",40.8759,-81.4026
